intervalo;setor;endereco;turno;rota_setor;frequencia
19:30 à 00:00 hs;5-09;R DA GUIA;NOTURNO;23;DIARIA
19:30 à 00:00 hs;5-09;R DO BOM JESUS;NOTURNO;24;DIARIA
19:30 à 00:00 hs;5-09;AV BARBOSA LIMA;NOTURNO;25;DIARIA
19:30 à 00:00 hs;5-09;AV RIO BRANCO;NOTURNO;26;DIARIA
19:30 à 00:00 hs;5-09;PÇA RIO BRANCO;NOTURNO;27;DIARIA
19:30 à 00:00 hs;5-09;R DONA MARIA CÉSAR;NOTURNO;28;DIARIA
19:30 à 00:00 hs;5-09;AV MARQUÊS DE OLINDA;NOTURNO;29;DIARIA
19:30 à 00:00 hs;5-09;R MADRE DE DEUS;NOTURNO;30;DIARIA
19:30 à 00:00 hs;5-09;R TOMAZINA;NOTURNO;31;DIARIA
19:30 à 00:00 hs;5-09;R DA MOEDA;NOTURNO;32;DIARIA
19:30 à 00:00 hs;5-09;TV TUYUTY;NOTURNO;33;DIARIA
19:30 à 00:00 hs;5-09;R PROFESSOR ALOÍSIO MAGALHÃES;NOTURNO;34;DIARIA
19:30 à 00:00 hs;5-09;CAM DA ALFÂNDEGA;NOTURNO;35;DIARIA
01:00 à 04:20 hs;5-09;TV DO AMORIM;NOTURNO;36;DIARIA
01:00 à 04:20 hs;5-09;TV TUYUTY;NOTURNO;37;DIARIA
01:00 à 04:20 hs;5-09;R DONA MARIA CÉSAR;NOTURNO;38;DIARIA
01:00 à 04:20 hs;5-09;R VIGÁRIO TENÓRIO;NOTURNO;39;DIARIA
01:00 à 04:20 hs;5-09;PTE MAURÍCIO DE NASSAU;NOTURNO;40;DIARIA
01:00 à 04:20 hs;5-09;R PRIMEIRO DE MARÇO;NOTURNO;41;DIARIA
01:00 à 04:20 hs;5-09;R DO PEIXOTO;NOTURNO;42;DIARIA
01:00 à 04:20 hs;5-09;R VIDAL DE NEGREIROS;NOTURNO;43;DIARIA
01:00 à 04:20 hs;5-09;R DO MUNIZ;NOTURNO;44;DIARIA
01:00 à 04:20 hs;5-09;PÇA DAS CINCO PONTAS;NOTURNO;45;DIARIA
01:00 à 04:20 hs;5-09;TV DO FORTE;NOTURNO;46;DIARIA
01:00 à 04:20 hs;5-09;AV MARTINS DE BARROS;NOTURNO;47;DIARIA
01:00 à 04:20 hs;5-09;R CORAÇÃO DE MARIA;NOTURNO;48;DIARIA
01:00 à 04:20 hs;5-09;R SANTA RITA;NOTURNO;49;DIARIA
01:00 à 04:20 hs;5-09;TV DO FORTE;NOTURNO;50;DIARIA
01:00 à 04:20 hs;5-09;R SANTA RITA;NOTURNO;51;DIARIA
01:00 à 04:20 hs;5-09;TV DO FORTE;NOTURNO;52;DIARIA
01:00 à 04:20 hs;5-09;R DO NOGUEIRA;NOTURNO;53;DIARIA
01:00 à 04:20 hs;5-09;R CAIS DE SANTA RITA;NOTURNO;54;DIARIA
01:00 à 04:20 hs;5-09;V AC ÔNIBUS;NOTURNO;55;DIARIA
01:00 à 04:20 hs;5-09;R ÁLVERES CABRAL;NOTURNO;56;DIARIA
01:00 à 04:20 hs;5-09;R DOMINGOS JOSÉ MARTINS;NOTURNO;57;DIARIA
01:00 à 04:20 hs;5-09;PÇA COMUNIDADE LUSO BRASILEIRA;NOTURNO;58;DIARIA
01:00 à 04:20 hs;5-09;AV MILITAR;NOTURNO;59;DIARIA
01:00 à 04:20 hs;5-09;PÇA FORTE DO BRUM;NOTURNO;60;DIARIA
01:00 à 04:20 hs;5-09;R DOUTOR AFRÂNIO PEIXOTO;NOTURNO;61;DIARIA
01:00 à 04:20 hs;5-09;AV NORTE;NOTURNO;62;DIARIA
01:00 à 04:20 hs;5-09;AC P/ R DR. AFRÂNIO PEIXOTO;NOTURNO;63;DIARIA
01:00 à 04:20 hs;5-09;R ALUÍSIO PERIQUITO;NOTURNO;64;DIARIA
01:00 à 04:20 hs;5-09;TV TIRADENTES;NOTURNO;65;DIARIA
01:00 à 04:20 hs;5-09;CAM DO APOLO;NOTURNO;66;DIARIA
19:30 à 00:00 hs;5-11;AV MARTINS DE BARROS;NOTURNO;1;DIARIA
19:30 à 00:00 hs;5-11;TV DA CONGREGAÇAO;NOTURNO;2;DIARIA
19:30 à 00:00 hs;5-11;AV NOSSA SENHORA DO CARMO;NOTURNO;3;DIARIA
19:30 à 00:00 hs;5-11;R PRIMEIRO DE MARÇO;NOTURNO;4;DIARIA
19:30 à 00:00 hs;5-11;R IMPERADOR D. PEDRO II;NOTURNO;5;DIARIA
19:30 à 00:00 hs;5-11;TV DA CONGREGAÇAO;NOTURNO;6;DIARIA
19:30 à 00:00 hs;5-11;R DO FOGO;NOTURNO;7;DIARIA
19:30 à 00:00 hs;5-11;R ESTREITA DO ROSÁRIO;NOTURNO;8;DIARIA
19:30 à 00:00 hs;5-11;AV DANTAS BARRETO;NOTURNO;9;DIARIA
19:30 à 00:00 hs;5-11;R PRIMEIRO DE MARÇO;NOTURNO;10;DIARIA
19:30 à 00:00 hs;5-11;AV NOSSA SENHORA DO CARMO;NOTURNO;11;DIARIA
19:30 à 00:00 hs;5-11;PÇA DA REPÚBLICA;NOTURNO;12;DIARIA
19:30 à 00:00 hs;5-11;R DOUTOR MOACIR BARACHO;NOTURNO;13;DIARIA
19:30 à 00:00 hs;5-11;R SIQUEIRA CAMPOS;NOTURNO;14;DIARIA
19:30 à 00:00 hs;5-11;R MARQUÊS DO RECIFE;NOTURNO;15;DIARIA
19:30 à 00:00 hs;5-11;R IMPERADOR D. PEDRO II;NOTURNO;16;DIARIA
19:30 à 00:00 hs;5-11;AV GUARARAPES;NOTURNO;17;DIARIA
19:30 à 00:00 hs;5-11;R DA RODA;NOTURNO;18;DIARIA
19:30 à 00:00 hs;5-11;R CLETO CAMPELO;NOTURNO;19;DIARIA
19:30 à 00:00 hs;5-11;AV GUARARAPES;NOTURNO;20;DIARIA
19:30 à 00:00 hs;5-11;R ENGENHEIRO UBALDO GOMES DE MATOS;NOTURNO;21;DIARIA
19:30 à 00:00 hs;5-11;R CLETO CAMPELO;NOTURNO;22;DIARIA
01:00 à 04:20 hs;5-11;R ULHOA CINTRA;NOTURNO;23;DIARIA
01:00 à 04:20 hs;5-11;R DO SOL;NOTURNO;24;DIARIA
01:00 à 04:20 hs;5-11;R FREI VICENTE SALVADOR;NOTURNO;25;DIARIA
01:00 à 04:20 hs;5-11;PTE DUARTE COELHO;NOTURNO;26;DIARIA
01:00 à 04:20 hs;5-11;R DA AURORA;NOTURNO;27;DIARIA
01:00 à 04:20 hs;5-11;R DO RIACHUELO;NOTURNO;28;DIARIA
01:00 à 04:20 hs;5-11;R DA UNIÃO;NOTURNO;29;DIARIA
01:00 à 04:20 hs;5-11;R DA SAUDADE;NOTURNO;30;DIARIA
01:00 à 04:20 hs;5-11;R DO RIACHUELO;NOTURNO;31;DIARIA
01:00 à 04:20 hs;5-11;R DO HOSPÍCIO;NOTURNO;32;DIARIA
01:00 à 04:20 hs;5-11;R DO PRÍNCIPE;NOTURNO;33;DIARIA
01:00 à 04:20 hs;5-11;AC P/ R DO HOSPÍCIO;NOTURNO;34;DIARIA
01:00 à 04:20 hs;5-11;R DO PRÍNCIPE;NOTURNO;35;DIARIA
01:00 à 04:20 hs;5-11;R GERVÁSIO PIRES;NOTURNO;36;DIARIA
01:00 à 04:20 hs;5-11;PTE PRINCESA ISABEL;NOTURNO;37;DIARIA
01:00 à 04:20 hs;5-11;R PRINCESA IZABEL;NOTURNO;38;DIARIA
01:00 à 04:20 hs;5-11;R SETE DE SETEMBRO;NOTURNO;39;DIARIA
01:00 à 04:20 hs;5-11;TV CORREIA NETO;NOTURNO;40;DIARIA
01:00 à 04:20 hs;5-11;R MAMEDE SIMÕES;NOTURNO;41;DIARIA
01:00 à 04:20 hs;5-11;R DIÁRIO DE PERNAMBUCO;NOTURNO;42;DIARIA
01:00 à 04:20 hs;5-11;R MARQUÊS DO RECIFE;NOTURNO;43;DIARIA
01:00 à 04:20 hs;5-11;AV DANTAS BARRETO;NOTURNO;44;DIARIA
19:30 à 00:00 hs;5-13;AV CONDE DA BOA VISTA;NOTURNO;1;DIARIA
19:30 à 00:00 hs;5-13;R DO HOSPÍCIO;NOTURNO;2;DIARIA
19:30 à 00:00 hs;5-13;R DAS CALÇADAS;NOTURNO;3;DIARIA
19:30 à 00:00 hs;5-13;AC P/ R DO HOSPÍCIO;NOTURNO;4;DIARIA
19:30 à 00:00 hs;5-13;AV GUARARAPES;NOTURNO;5;DIARIA
19:30 à 00:00 hs;5-13;AV NOSSA SENHORA DO CARMO;NOTURNO;6;DIARIA
